-1.150000000000000050e-01,-6.500000000000000222e-02
-1.350000000000000089e-01,-5.999999999999999778e-02
-1.400000000000000133e-01,-5.500000000000000028e-02
-9.500000000000000111e-02,-5.500000000000000028e-02
-1.049999999999999961e-01,-5.000000000000000278e-02
-1.400000000000000133e-01,-5.000000000000000278e-02
-1.150000000000000050e-01,-4.499999999999999833e-02
-6.500000000000000222e-02,-4.000000000000000083e-02
-1.000000000000000021e-02,-3.500000000000000333e-02
-4.000000000000000083e-02,-2.999999999999999889e-02
-8.000000000000000167e-02,-2.500000000000000139e-02
-1.150000000000000050e-01,-2.000000000000000042e-02
-1.000000000000000056e-01,-1.499999999999999944e-02
-9.500000000000000111e-02,-1.499999999999999944e-02
-7.000000000000000666e-02,-1.499999999999999944e-02
-5.000000000000000278e-02,-1.499999999999999944e-02
-4.499999999999999833e-02,-1.499999999999999944e-02
-3.500000000000000333e-02,-2.000000000000000042e-02
-4.000000000000000083e-02,-2.000000000000000042e-02
-5.500000000000000028e-02,-2.500000000000000139e-02
-7.000000000000000666e-02,-2.500000000000000139e-02
-1.049999999999999961e-01,-2.999999999999999889e-02
-1.350000000000000089e-01,-2.999999999999999889e-02
-1.000000000000000056e-01,-2.999999999999999889e-02
-7.499999999999999722e-02,-2.999999999999999889e-02
-5.999999999999999778e-02,-2.999999999999999889e-02
-7.499999999999999722e-02,-2.999999999999999889e-02
-8.500000000000000611e-02,-2.999999999999999889e-02
-5.500000000000000028e-02,-2.999999999999999889e-02
-5.500000000000000028e-02,-2.999999999999999889e-02
-7.499999999999999722e-02,-2.999999999999999889e-02
-1.100000000000000006e-01,-2.999999999999999889e-02
-1.250000000000000000e-01,-3.500000000000000333e-02
-1.100000000000000006e-01,-3.500000000000000333e-02
-1.000000000000000056e-01,-3.500000000000000333e-02
-1.000000000000000056e-01,-4.000000000000000083e-02
-7.000000000000000666e-02,-4.000000000000000083e-02
-4.499999999999999833e-02,-3.500000000000000333e-02
-1.499999999999999944e-02,-3.500000000000000333e-02
-4.000000000000000083e-02,-2.500000000000000139e-02
-8.999999999999999667e-02,-2.000000000000000042e-02
-8.000000000000000167e-02,-1.000000000000000021e-02
-4.499999999999999833e-02,0.000000000000000000e+00
